# Noxim traffic table generated from MNIST SNN inference
# num_images=100, timesteps=8, interval=500, start_idx=0
# chip mapping: 0=input(784), 1=hidden(256), 2=output(10)
# 90412 total spike events
# src_chip  dst_chip  src_pe  dst_pe  inject_cycle
0  1  6  3  1500
0  1  7  2  1500
0  1  7  9  1500
0  1  7  12  1500
0  1  7  12  1500
0  1  7  5  1500
0  1  8  2  1500
0  1  8  7  1500
0  1  8  8  1500
0  1  8  13  1500
0  1  8  13  1500
0  1  9  14  1500
0  1  9  13  1500
0  1  10  15  1500
0  1  10  7  1500
0  1  10  0  1500
0  1  10  0  1500
0  1  10  6  1500
0  1  11  4  1500
0  1  11  2  1500
0  1  11  15  1500
0  1  11  3  1500
0  1  11  15  1500
0  1  11  11  1500
0  1  12  10  1500
0  1  12  11  1500
0  1  12  5  1500
0  1  12  10  1500
0  1  13  2  1500
0  1  13  15  1500
0  1  13  4  1500
0  1  13  4  1500
0  1  13  11  1500
0  1  13  10  1500
0  1  13  7  1500
0  1  14  9  1500
0  1  14  2  1500
0  1  14  11  1500
0  1  15  3  1500
0  1  15  5  1500
0  1  15  1  1500
1  2  2  8  1500
1  2  2  7  1500
1  2  3  8  1500
1  2  4  2  1500
1  2  4  8  1500
1  2  4  8  1500
1  2  5  8  1500
1  2  6  0  1500
1  2  6  3  1500
1  2  6  7  1500
1  2  6  9  1500
1  2  7  6  1500
1  2  8  1  1500
1  2  8  2  1500
1  2  8  7  1500
1  2  11  8  1500
1  2  11  0  1500
1  2  11  3  1500
1  2  13  7  1500
1  2  14  0  1500
1  2  15  4  1500
0  1  4  11  2000
0  1  4  7  2000
0  1  4  14  2000
0  1  4  13  2000
0  1  4  2  2000
0  1  4  2  2000
0  1  4  1  2000
0  1  4  6  2000
0  1  4  1  2000
0  1  4  11  2000
0  1  4  8  2000
0  1  4  13  2000
0  1  4  4  2000
0  1  4  8  2000
0  1  4  1  2000
0  1  4  13  2000
0  1  4  2  2000
0  1  5  1  2000
0  1  5  3  2000
0  1  5  13  2000
0  1  5  2  2000
0  1  5  10  2000
0  1  5  12  2000
0  1  5  11  2000
0  1  5  3  2000
0  1  5  0  2000
0  1  5  6  2000
0  1  5  3  2000
0  1  5  11  2000
0  1  5  6  2000
0  1  5  8  2000
0  1  5  1  2000
0  1  6  7  2000
0  1  6  3  2000
0  1  6  11  2000
0  1  6  1  2000
0  1  7  15  2000
0  1  7  9  2000
0  1  7  3  2000
0  1  7  0  2000
0  1  8  4  2000
0  1  8  2  2000
0  1  8  3  2000
0  1  8  13  2000
0  1  8  9  2000
0  1  9  2  2000
0  1  9  8  2000
0  1  9  3  2000
0  1  10  15  2000
0  1  10  0  2000
0  1  10  12  2000
0  1  10  12  2000
0  1  10  0  2000
0  1  11  2  2000
0  1  11  5  2000
0  1  11  13  2000
0  1  11  8  2000
0  1  11  10  2000
0  1  11  12  2000
0  1  11  13  2000
0  1  12  8  2000
0  1  12  7  2000
0  1  12  11  2000
0  1  12  4  2000
0  1  13  14  2000
0  1  13  0  2000
0  1  13  2  2000
0  1  13  12  2000
0  1  13  5  2000
0  1  13  3  2000
0  1  14  2  2000
0  1  14  9  2000
0  1  14  13  2000
0  1  15  1  2000
0  1  15  0  2000
1  2  0  1  2000
1  2  1  5  2000
1  2  2  2  2000
1  2  2  2  2000
1  2  2  7  2000
1  2  3  8  2000
1  2  3  2  2000
1  2  4  3  2000
1  2  4  1  2000
1  2  4  9  2000
1  2  5  9  2000
1  2  6  2  2000
1  2  6  3  2000
1  2  6  7  2000
1  2  7  8  2000
1  2  7  4  2000
1  2  9  3  2000
1  2  10  9  2000
1  2  10  7  2000
1  2  10  5  2000
1  2  11  8  2000
1  2  11  3  2000
1  2  14  2  2000
0  1  4  0  2500
0  1  4  9  2500
0  1  4  14  2500
0  1  4  0  2500
0  1  4  2  2500
0  1  4  2  2500
0  1  4  8  2500
0  1  4  14  2500
0  1  4  8  2500
0  1  4  4  2500
0  1  4  12  2500
0  1  4  11  2500
0  1  4  4  2500
0  1  4  2  2500
0  1  4  5  2500
0  1  4  10  2500
0  1  4  9  2500
0  1  4  10  2500
0  1  4  13  2500
0  1  5  5  2500
0  1  5  6  2500
0  1  5  0  2500
0  1  5  14  2500
0  1  5  9  2500
0  1  5  5  2500
0  1  5  0  2500
0  1  5  11  2500
0  1  5  11  2500
0  1  5  11  2500
0  1  5  3  2500
0  1  5  14  2500
0  1  6  12  2500
0  1  6  10  2500
0  1  6  9  2500
0  1  6  14  2500
0  1  6  14  2500
0  1  6  8  2500
0  1  7  7  2500
0  1  7  5  2500
0  1  7  12  2500
0  1  7  9  2500
0  1  8  0  2500
0  1  8  2  2500
0  1  8  14  2500
0  1  8  13  2500
0  1  8  15  2500
0  1  9  6  2500
0  1  9  12  2500
0  1  10  13  2500
0  1  10  5  2500
0  1  10  2  2500
0  1  10  15  2500
0  1  10  0  2500
0  1  11  9  2500
0  1  11  10  2500
0  1  11  11  2500
0  1  11  4  2500
0  1  12  11  2500
0  1  12  4  2500
0  1  12  13  2500
0  1  12  4  2500
0  1  12  11  2500
0  1  12  12  2500
0  1  13  3  2500
0  1  13  3  2500
0  1  13  12  2500
0  1  13  1  2500
0  1  13  3  2500
0  1  14  6  2500
0  1  14  15  2500
0  1  14  9  2500
0  1  14  6  2500
0  1  15  15  2500
0  1  15  7  2500
0  1  15  7  2500
1  2  0  3  2500
1  2  3  7  2500
1  2  3  4  2500
1  2  4  4  2500
1  2  4  2  2500
1  2  5  9  2500
1  2  6  7  2500
1  2  6  3  2500
1  2  6  9  2500
1  2  7  2  2500
1  2  12  0  2500
1  2  14  3  2500
1  2  14  0  2500
1  2  15  0  2500
0  1  4  11  3000
0  1  4  5  3000
0  1  4  4  3000
0  1  4  7  3000
0  1  4  4  3000
0  1  4  9  3000
0  1  4  11  3000
0  1  4  8  3000
0  1  4  11  3000
0  1  4  7  3000
0  1  4  11  3000
0  1  4  3  3000
0  1  4  10  3000
0  1  4  9  3000
0  1  4  4  3000
0  1  4  9  3000
0  1  5  13  3000
0  1  5  4  3000
0  1  5  11  3000
0  1  5  15  3000
0  1  5  14  3000
0  1  5  5  3000
0  1  5  9  3000
0  1  5  15  3000
0  1  5  8  3000
0  1  5  2  3000
0  1  5  0  3000
0  1  6  11  3000
0  1  6  6  3000
0  1  6  3  3000
0  1  6  6  3000
0  1  6  11  3000
0  1  7  6  3000
0  1  7  13  3000
0  1  7  11  3000
0  1  7  15  3000
0  1  8  13  3000
0  1  8  3  3000
0  1  8  9  3000
0  1  8  0  3000
0  1  8  15  3000
0  1  9  3  3000
0  1  9  10  3000
0  1  10  13  3000
0  1  10  2  3000
0  1  10  14  3000
0  1  10  0  3000
0  1  10  7  3000
0  1  11  6  3000
0  1  11  6  3000
0  1  11  9  3000
0  1  11  14  3000
0  1  11  4  3000
0  1  11  8  3000
0  1  12  13  3000
0  1  12  12  3000
0  1  12  1  3000
0  1  12  14  3000
0  1  13  0  3000
0  1  13  9  3000
0  1  13  9  3000
0  1  13  12  3000
0  1  13  2  3000
0  1  13  3  3000
0  1  13  13  3000
0  1  14  1  3000
0  1  14  6  3000
0  1  14  13  3000
0  1  14  10  3000
0  1  15  3  3000
0  1  15  4  3000
1  2  0  4  3000
1  2  0  3  3000
1  2  0  6  3000
1  2  0  8  3000
1  2  1  7  3000
1  2  2  3  3000
1  2  4  5  3000
1  2  5  3  3000
1  2  5  8  3000
1  2  6  3  3000
1  2  6  5  3000
1  2  6  7  3000
1  2  7  7  3000
1  2  11  9  3000
1  2  11  4  3000
1  2  12  5  3000
1  2  13  4  3000
1  2  14  5  3000
1  2  15  6  3000
0  1  4  6  3500
0  1  4  4  3500
0  1  4  12  3500
0  1  4  2  3500
0  1  4  12  3500
0  1  4  8  3500
0  1  4  5  3500
0  1  4  2  3500
0  1  4  15  3500
0  1  4  10  3500
0  1  4  7  3500
0  1  4  5  3500
0  1  4  13  3500
0  1  5  13  3500
0  1  5  12  3500
0  1  5  9  3500
0  1  5  14  3500
0  1  5  4  3500
0  1  5  12  3500
0  1  5  7  3500
0  1  5  8  3500
0  1  5  15  3500
0  1  5  15  3500
0  1  5  8  3500
0  1  5  9  3500
0  1  5  14  3500
0  1  6  15  3500
0  1  6  13  3500
0  1  6  1  3500
0  1  6  4  3500
0  1  7  14  3500
0  1  7  11  3500
0  1  7  11  3500
0  1  7  10  3500
0  1  7  7  3500
0  1  8  5  3500
0  1  8  13  3500
0  1  8  5  3500
0  1  8  10  3500
0  1  8  12  3500
0  1  9  13  3500
0  1  9  4  3500
0  1  10  12  3500
0  1  10  1  3500
0  1  10  1  3500
0  1  10  7  3500
0  1  11  0  3500
0  1  11  15  3500
0  1  11  14  3500
0  1  11  0  3500
0  1  11  12  3500
0  1  12  8  3500
0  1  12  11  3500
0  1  12  14  3500
0  1  12  9  3500
0  1  12  2  3500
0  1  13  0  3500
0  1  13  7  3500
0  1  13  15  3500
0  1  13  8  3500
0  1  13  6  3500
0  1  13  0  3500
0  1  14  14  3500
0  1  14  6  3500
0  1  14  11  3500
0  1  15  10  3500
0  1  15  5  3500
1  2  0  9  3500
1  2  2  6  3500
1  2  3  9  3500
1  2  4  3  3500
1  2  4  8  3500
1  2  5  9  3500
1  2  5  7  3500
1  2  6  3  3500
1  2  6  9  3500
1  2  6  0  3500
1  2  7  2  3500
1  2  8  8  3500
1  2  11  9  3500
1  2  13  7  3500
1  2  14  5  3500
1  2  14  0  3500
1  2  15  9  3500
0  1  4  5  4000
0  1  4  7  4000
0  1  4  7  4000
0  1  4  2  4000
0  1  4  0  4000
0  1  4  0  4000
0  1  4  6  4000
0  1  4  11  4000
0  1  4  2  4000
0  1  4  13  4000
0  1  4  11  4000
0  1  4  0  4000
0  1  4  0  4000
0  1  4  3  4000
0  1  4  0  4000
0  1  5  8  4000
0  1  5  0  4000
0  1  5  13  4000
0  1  5  7  4000
0  1  5  12  4000
0  1  5  12  4000
0  1  5  6  4000
0  1  5  14  4000
0  1  5  15  4000
0  1  5  6  4000
0  1  5  2  4000
0  1  5  6  4000
0  1  6  3  4000
0  1  6  8  4000
0  1  6  6  4000
0  1  6  8  4000
0  1  6  10  4000
0  1  6  5  4000
0  1  6  8  4000
0  1  6  6  4000
0  1  7  13  4000
0  1  7  8  4000
0  1  7  0  4000
0  1  7  9  4000
0  1  8  2  4000
0  1  8  11  4000
0  1  8  9  4000
0  1  8  5  4000
0  1  8  11  4000
0  1  9  13  4000
0  1  9  12  4000
0  1  10  9  4000
0  1  10  12  4000
0  1  10  4  4000
0  1  10  13  4000
0  1  11  13  4000
0  1  11  1  4000
0  1  11  4  4000
0  1  11  3  4000
0  1  11  3  4000
0  1  11  5  4000
0  1  12  3  4000
0  1  12  10  4000
0  1  12  1  4000
0  1  12  4  4000
0  1  12  10  4000
0  1  13  6  4000
0  1  13  6  4000
0  1  13  12  4000
0  1  13  15  4000
0  1  13  9  4000
0  1  13  1  4000
0  1  14  1  4000
0  1  14  15  4000
0  1  14  11  4000
0  1  15  11  4000
0  1  15  10  4000
1  2  3  8  4000
1  2  4  6  4000
1  2  4  7  4000
1  2  5  7  4000
1  2  5  4  4000
1  2  6  8  4000
1  2  6  3  4000
1  2  6  3  4000
1  2  6  0  4000
1  2  7  5  4000
1  2  9  0  4000
1  2  11  7  4000
1  2  13  2  4000
1  2  14  3  4000
1  2  14  0  4000
1  2  14  0  4000
1  2  15  3  4000
0  1  1  12  4500
0  1  1  11  4500
0  1  1  12  4500
0  1  2  0  4500
0  1  2  2  4500
0  1  2  6  4500
0  1  2  13  4500
0  1  2  15  4500
0  1  2  10  4500
0  1  2  2  4500
0  1  2  2  4500
0  1  2  10  4500
0  1  3  2  4500
0  1  3  9  4500
0  1  3  12  4500
0  1  3  6  4500
0  1  3  5  4500
0  1  3  0  4500
0  1  3  4  4500
0  1  3  11  4500
0  1  3  6  4500
0  1  3  2  4500
0  1  3  1  4500
0  1  3  1  4500
0  1  4  10  4500
0  1  4  9  4500
0  1  4  7  4500
0  1  4  6  4500
0  1  4  2  4500
0  1  4  7  4500
0  1  4  0  4500
0  1  4  14  4500
0  1  4  0  4500
0  1  5  7  4500
0  1  5  0  4500
0  1  5  12  4500
0  1  5  2  4500
0  1  6  14  4500
0  1  6  0  4500
0  1  6  12  4500
0  1  6  8  4500
0  1  6  3  4500
0  1  7  3  4500
0  1  7  5  4500
0  1  7  13  4500
0  1  7  13  4500
0  1  7  2  4500
0  1  7  6  4500
0  1  8  3  4500
0  1  8  1  4500
0  1  8  10  4500
0  1  8  5  4500
0  1  9  3  4500
0  1  9  14  4500
0  1  9  12  4500
0  1  9  12  4500
0  1  9  0  4500
0  1  9  15  4500
0  1  10  9  4500
0  1  10  9  4500
0  1  10  0  4500
0  1  11  14  4500
0  1  11  9  4500
0  1  11  13  4500
0  1  11  10  4500
0  1  11  12  4500
0  1  11  11  4500
0  1  11  14  4500
0  1  11  3  4500
0  1  11  3  4500
0  1  11  12  4500
0  1  11  9  4500
0  1  11  9  4500
0  1  11  11  4500
0  1  11  8  4500
0  1  11  13  4500
0  1  11  5  4500
0  1  11  14  4500
0  1  11  2  4500
0  1  11  10  4500
0  1  11  14  4500
0  1  11  5  4500
0  1  11  5  4500
0  1  12  5  4500
0  1  12  10  4500
0  1  12  7  4500
0  1  12  1  4500
0  1  12  13  4500
0  1  12  4  4500
0  1  12  8  4500
0  1  12  9  4500
0  1  12  0  4500
0  1  12  2  4500
0  1  12  15  4500
0  1  12  10  4500
0  1  12  0  4500
0  1  12  13  4500
0  1  12  7  4500
0  1  12  1  4500
0  1  12  10  4500
0  1  12  8  4500
0  1  12  4  4500
0  1  12  14  4500
0  1  12  4  4500
0  1  12  4  4500
0  1  12  5  4500
0  1  12  12  4500
1  2  0  8  4500
1  2  1  1  4500
1  2  2  8  4500
1  2  2  6  4500
1  2  2  8  4500
1  2  3  3  4500
1  2  4  6  4500
1  2  4  2  4500
1  2  4  2  4500
1  2  4  6  4500
1  2  4  8  4500
1  2  5  8  4500
1  2  5  0  4500
1  2  6  5  4500
1  2  9  3  4500
1  2  9  2  4500
1  2  9  1  4500
1  2  10  0  4500
1  2  11  3  4500
1  2  11  3  4500
1  2  12  6  4500
1  2  12  6  4500
1  2  12  4  4500
1  2  14  1  4500
1  2  15  7  4500
1  2  15  8  4500
1  2  15  6  4500
0  1  1  13  5000
0  1  1  9  5000
0  1  2  5  5000
0  1  2  14  5000
0  1  2  8  5000
0  1  2  13  5000
0  1  2  10  5000
0  1  2  4  5000
0  1  2  15  5000
0  1  2  10  5000
0  1  2  7  5000
0  1  2  6  5000
0  1  3  1  5000
0  1  3  12  5000
0  1  3  6  5000
0  1  3  15  5000
0  1  3  15  5000
0  1  3  12  5000
0  1  3  4  5000
0  1  3  11  5000
0  1  3  0  5000
0  1  3  13  5000
0  1  3  6  5000
0  1  3  14  5000
0  1  3  5  5000
0  1  4  4  5000
0  1  4  15  5000
0  1  4  7  5000
0  1  4  12  5000
0  1  4  13  5000
0  1  4  8  5000
0  1  4  7  5000
0  1  5  9  5000
0  1  5  13  5000
0  1  5  15  5000
0  1  5  6  5000
0  1  6  11  5000
0  1  6  3  5000
0  1  6  9  5000
0  1  6  12  5000
0  1  6  13  5000
0  1  7  6  5000
0  1  7  5  5000
0  1  7  4  5000
0  1  7  2  5000
0  1  7  5  5000
0  1  7  13  5000
0  1  8  5  5000
0  1  8  4  5000
0  1  8  12  5000
0  1  8  4  5000
0  1  8  4  5000
0  1  8  15  5000
0  1  8  1  5000
0  1  9  7  5000
0  1  9  9  5000
0  1  9  3  5000
0  1  9  4  5000
0  1  9  2  5000
0  1  9  5  5000
0  1  10  13  5000
0  1  10  7  5000
0  1  10  6  5000
0  1  11  6  5000
0  1  11  15  5000
0  1  11  2  5000
0  1  11  13  5000
0  1  11  5  5000
0  1  11  15  5000
0  1  11  4  5000
0  1  11  1  5000
0  1  11  8  5000
0  1  11  4  5000
0  1  11  11  5000
0  1  11  11  5000
0  1  11  10  5000
0  1  11  3  5000
0  1  11  11  5000
0  1  11  5  5000
0  1  11  15  5000
0  1  11  11  5000
0  1  11  9  5000
0  1  11  14  5000
0  1  11  9  5000
0  1  11  8  5000
0  1  12  2  5000
0  1  12  10  5000
0  1  12  6  5000
0  1  12  0  5000
0  1  12  12  5000
0  1  12  0  5000
0  1  12  10  5000
0  1  12  3  5000
0  1  12  7  5000
0  1  12  14  5000
0  1  12  2  5000
0  1  12  10  5000
0  1  12  10  5000
0  1  12  14  5000
0  1  12  2  5000
0  1  12  11  5000
0  1  12  7  5000
0  1  12  7  5000
0  1  12  6  5000
0  1  12  5  5000
0  1  12  9  5000
0  1  12  1  5000
0  1  12  6  5000
0  1  12  9  5000
1  2  0  3  5000
1  2  0  1  5000
1  2  1  6  5000
1  2  2  0  5000
1  2  2  1  5000
1  2  2  8  5000
1  2  3  3  5000
1  2  4  5  5000
1  2  4  6  5000
1  2  5  8  5000
1  2  5  0  5000
1  2  6  6  5000
1  2  7  3  5000
1  2  9  3  5000
1  2  9  1  5000
1  2  10  1  5000
1  2  11  5  5000
1  2  12  1  5000
1  2  12  6  5000
1  2  13  4  5000
1  2  13  5  5000
1  2  14  5  5000
1  2  14  2  5000
1  2  15  8  5000
0  1  1  7  5500
0  1  1  4  5500
0  1  1  11  5500
0  1  2  15  5500
0  1  2  10  5500
0  1  2  10  5500
0  1  2  5  5500
0  1  2  0  5500
0  1  2  2  5500
0  1  2  1  5500
0  1  2  1  5500
0  1  2  10  5500
0  1  3  2  5500
0  1  3  2  5500
0  1  3  6  5500
0  1  3  3  5500
0  1  3  2  5500
0  1  3  2  5500
0  1  3  4  5500
0  1  3  8  5500
0  1  3  9  5500
0  1  3  13  5500
0  1  3  10  5500
0  1  3  10  5500
0  1  4  14  5500
0  1  4  7  5500
0  1  4  9  5500
0  1  4  6  5500
0  1  4  5  5500
0  1  4  5  5500
0  1  4  2  5500
0  1  4  13  5500
0  1  5  0  5500
0  1  5  11  5500
0  1  5  13  5500
0  1  5  8  5500
0  1  5  0  5500
0  1  6  6  5500
0  1  6  4  5500
0  1  6  15  5500
0  1  6  9  5500
0  1  7  11  5500
0  1  7  7  5500
0  1  7  10  5500
0  1  7  12  5500
0  1  7  1  5500
0  1  8  2  5500
0  1  8  0  5500
0  1  8  7  5500
0  1  8  14  5500
0  1  8  10  5500
0  1  8  8  5500
0  1  9  15  5500
0  1  9  2  5500
0  1  9  1  5500
0  1  9  15  5500
0  1  9  14  5500
0  1  9  11  5500
0  1  9  4  5500
0  1  10  15  5500
0  1  10  13  5500
0  1  10  10  5500
0  1  11  3  5500
0  1  11  9  5500
0  1  11  14  5500
0  1  11  13  5500
0  1  11  8  5500
0  1  11  8  5500
0  1  11  11  5500
0  1  11  9  5500
0  1  11  6  5500
0  1  11  0  5500
0  1  11  1  5500
0  1  11  12  5500
0  1  11  0  5500
0  1  11  0  5500
0  1  11  14  5500
0  1  11  11  5500
0  1  11  0  5500
0  1  11  5  5500
0  1  11  12  5500
0  1  11  7  5500
0  1  11  8  5500
0  1  11  7  5500
0  1  11  3  5500
0  1  12  11  5500
0  1  12  2  5500
0  1  12  9  5500
0  1  12  3  5500
0  1  12  0  5500
0  1  12  2  5500
0  1  12  14  5500
0  1  12  3  5500
0  1  12  5  5500
0  1  12  2  5500
0  1  12  11  5500
0  1  12  6  5500
0  1  12  14  5500
0  1  12  10  5500
0  1  12  7  5500
0  1  12  11  5500
0  1  12  0  5500
0  1  12  15  5500
0  1  12  15  5500
0  1  12  5  5500
0  1  12  10  5500
0  1  12  3  5500
0  1  12  8  5500
0  1  12  13  5500
1  2  0  1  5500
1  2  2  6  5500
1  2  3  6  5500
1  2  4  2  5500
1  2  4  1  5500
1  2  5  2  5500
1  2  6  6  5500
1  2  7  2  5500
1  2  9  5  5500
1  2  10  6  5500
1  2  11  9  5500
1  2  12  2  5500
1  2  12  5  5500
1  2  13  3  5500
1  2  13  5  5500
1  2  14  2  5500
1  2  14  3  5500
1  2  15  2  5500
1  2  15  6  5500
0  1  1  12  6000
0  1  1  9  6000
0  1  2  11  6000
0  1  2  11  6000
0  1  2  14  6000
0  1  2  12  6000
0  1  2  10  6000
0  1  2  12  6000
0  1  2  9  6000
0  1  2  3  6000
0  1  2  0  6000
0  1  2  6  6000
0  1  3  1  6000
0  1  3  3  6000
0  1  3  0  6000
0  1  3  5  6000
0  1  3  15  6000
0  1  3  6  6000
0  1  3  4  6000
0  1  3  7  6000
0  1  3  4  6000
0  1  3  10  6000
0  1  3  7  6000
0  1  3  0  6000
0  1  3  7  6000
0  1  3  0  6000
0  1  4  10  6000
0  1  4  14  6000
0  1  4  14  6000
0  1  4  2  6000
0  1  4  11  6000
0  1  4  11  6000
0  1  4  14  6000
0  1  4  4  6000
0  1  4  7  6000
0  1  5  3  6000
0  1  5  0  6000
0  1  5  10  6000
0  1  5  7  6000
0  1  6  3  6000
0  1  6  12  6000
0  1  6  6  6000
0  1  6  15  6000
0  1  6  12  6000
0  1  7  13  6000
0  1  7  12  6000
0  1  7  1  6000
0  1  7  0  6000
0  1  7  14  6000
0  1  7  2  6000
0  1  8  5  6000
0  1  8  9  6000
0  1  8  2  6000
0  1  8  4  6000
0  1  8  7  6000
0  1  8  5  6000
0  1  8  11  6000
0  1  9  1  6000
0  1  9  8  6000
0  1  9  2  6000
0  1  9  10  6000
0  1  9  2  6000
0  1  9  3  6000
0  1  10  13  6000
0  1  10  4  6000
0  1  10  11  6000
0  1  11  3  6000
0  1  11  4  6000
0  1  11  4  6000
0  1  11  13  6000
0  1  11  6  6000
0  1  11  4  6000
0  1  11  8  6000
0  1  11  6  6000
0  1  11  13  6000
0  1  11  15  6000
0  1  11  7  6000
0  1  11  6  6000
0  1  11  5  6000
0  1  11  15  6000
0  1  11  8  6000
0  1  11  3  6000
0  1  11  15  6000
0  1  11  15  6000
0  1  11  7  6000
0  1  11  6  6000
0  1  11  11  6000
0  1  11  13  6000
0  1  12  8  6000
0  1  12  5  6000
0  1  12  4  6000
0  1  12  5  6000
0  1  12  1  6000
0  1  12  12  6000
0  1  12  1  6000
0  1  12  7  6000
0  1  12  13  6000
0  1  12  7  6000
0  1  12  5  6000
0  1  12  15  6000
0  1  12  2  6000
0  1  12  14  6000
0  1  12  1  6000
0  1  12  7  6000
0  1  12  10  6000
0  1  12  5  6000
0  1  12  9  6000
0  1  12  4  6000
0  1  12  9  6000
0  1  12  2  6000
0  1  12  13  6000
1  2  0  3  6000
1  2  0  1  6000
1  2  0  8  6000
1  2  2  5  6000
1  2  4  4  6000
1  2  5  0  6000
1  2  5  4  6000
1  2  6  3  6000
1  2  6  8  6000
1  2  6  3  6000
1  2  7  8  6000
1  2  9  8  6000
1  2  10  5  6000
1  2  10  9  6000
1  2  11  2  6000
1  2  11  5  6000
1  2  12  6  6000
1  2  13  3  6000
1  2  14  4  6000
1  2  14  3  6000
1  2  14  8  6000
1  2  14  8  6000
1  2  15  5  6000
1  2  15  5  6000
0  1  1  3  6500
