# src_chip dst_chip src_pe dst_pe inject_cycle
# entries=256 chips=4 pe_per_chip=256 timesteps=5 interval=2000 seed=422
3 1 204 61 8000
0 1 22 67 8000
2 1 233 45 8000
3 1 33 194 8000
0 2 167 236 8000
3 0 171 191 8000
1 2 65 56 8000
1 3 47 151 8000
1 0 62 109 8000
3 0 110 24 8000
2 3 116 12 8000
1 0 58 39 8000
1 2 191 33 8000
0 1 3 245 8000
3 0 179 165 8000
0 1 174 173 8000
1 3 236 233 8000
2 0 51 212 8000
0 2 255 181 8000
0 2 85 139 8000
0 3 246 95 8000
0 3 230 249 8000
1 3 13 37 8000
1 2 210 234 8000
2 0 105 157 8000
0 2 212 231 8000
1 0 18 154 8000
0 3 176 93 8000
2 1 170 211 8000
0 3 44 6 8000
1 2 56 41 8000
1 3 201 3 8000
3 1 151 41 8000
0 3 169 20 8000
0 1 82 146 8000
0 3 3 106 8000
3 0 95 57 8000
0 2 225 194 8000
3 1 135 242 8000
1 2 105 169 8000
0 1 16 232 8000
2 0 215 241 8000
2 0 138 81 8000
3 1 203 24 8000
0 2 100 0 8000
1 3 226 88 8000
3 1 3 82 10000
0 3 24 232 10000
2 1 108 112 10000
0 2 57 73 10000
3 0 168 52 10000
2 0 161 96 10000
0 1 60 111 10000
1 3 106 27 10000
0 3 95 92 10000
1 2 209 173 10000
0 1 191 100 10000
2 0 91 144 10000
0 2 221 61 10000
2 1 40 244 10000
0 2 32 245 10000
1 3 7 116 10000
2 1 1 162 10000
2 0 88 154 10000
1 3 136 240 10000
2 3 108 160 10000
2 3 186 5 10000
1 2 195 38 10000
2 1 230 213 10000
0 2 175 198 10000
1 0 142 237 10000
3 1 188 249 10000
0 2 72 229 10000
1 3 21 115 10000
3 2 232 176 10000
3 0 152 78 10000
2 0 97 67 10000
1 0 240 161 10000
3 1 156 89 10000
3 0 199 179 10000
3 2 52 70 10000
3 2 97 173 10000
0 2 26 51 10000
1 2 16 167 10000
2 3 170 52 10000
3 1 199 156 10000
1 3 149 19 10000
0 3 71 20 10000
3 0 44 140 10000
2 1 79 85 10000
0 1 240 60 10000
1 3 207 88 10000
1 0 182 179 10000
3 1 49 51 10000
2 0 52 189 10000
