# src_chip dst_chip src_pe dst_pe inject_cycle
# entries=256 chips=16 pe_per_chip=64 timesteps=5 interval=2000 seed=423
10 2 18 61 8000
13 6 42 28 8000
15 6 56 28 8000
6 4 11 50 8000
4 10 61 45 8000
8 14 8 3 8000
4 3 6 41 8000
6 0 42 43 8000
12 7 8 60 8000
9 10 40 39 8000
8 10 17 0 8000
2 11 14 4 8000
11 15 58 17 8000
6 3 25 42 8000
5 13 12 49 8000
15 11 30 37 8000
14 1 6 5 8000
13 5 18 39 8000
0 14 22 10 8000
13 11 24 48 8000
4 8 62 44 8000
7 0 46 23 8000
1 11 39 57 8000
1 15 3 8 8000
7 0 2 45 8000
5 2 7 50 8000
13 15 8 42 8000
15 11 6 4 8000
4 7 63 50 8000
13 7 49 50 10000
2 3 38 0 10000
12 0 6 62 10000
11 10 15 61 10000
0 4 24 31 10000
2 11 30 50 10000
6 14 1 47 10000
14 13 2 28 10000
5 12 13 43 10000
14 11 34 27 10000
11 5 63 12 10000
1 13 48 16 10000
14 3 19 61 10000
0 14 6 14 10000
8 10 28 56 10000
9 6 25 29 10000
8 5 20 55 10000
15 0 16 58 10000
11 2 61 15 10000
15 2 14 32 10000
15 10 48 30 10000
5 1 61 0 10000
3 5 24 60 10000
8 11 18 22 10000
11 6 20 36 10000
11 13 51 19 10000
5 0 19 58 10000
2 8 20 34 10000
0 11 39 22 10000
2 7 17 14 10000
0 6 39 38 10000
4 14 0 56 10000
2 6 6 49 10000
7 11 2 55 10000
13 15 56 0 10000
4 1 42 6 10000
8 13 23 37 10000
13 10 46 52 10000
2 6 30 60 10000
3 0 4 7 10000
9 11 44 62 10000
12 10 17 36 10000
6 0 5 52 10000
8 6 10 34 10000
0 3 34 14 10000
